prefecture-level city,Prefecture level city code,year,province,Local general public budget expenditures_Ten thousand yuan_Citywide,Education expenditure_Ten thousand yuan_Citywide,education level spending
Guang'an City,511600,2012,Sichuan Province,1486612,330735,0.22247567
Guang'an City,511600,2013,Sichuan Province,1625740,355240,0.21850972
Guang'an City,511600,2014,Sichuan Province,1872039,396592,0.21185029
Guang'an City,511600,2015,Sichuan Province,2251678,451266,0.2004132
Guang'an City,511600,2016,Sichuan Province,2436359,541562,0.22228333
Guang'an City,511600,2017,Sichuan Province,2649741,589075,0.22231418
Guang'an City,511600,2018,Sichuan Province,2890322,593733,0.20542106
Guang'an City,511600,2019,Sichuan Province,3048394,637902,0.20925838
Guang'an City,511600,2020,Sichuan Province,3062569,650472,0.21239424
Guang'an City,511600,2021,Sichuan Province,2950356,650591,0.22051271
Dazhou City,511700,2003,Sichuan Province,274099,54859,0.20014301
Dazhou City,511700,2004,Sichuan Province,397306,62267,0.15672303
Dazhou City,511700,2005,Sichuan Province,475167,73494,0.15466983
Dazhou City,511700,2006,Sichuan Province,588154,98963,0.16826035
Dazhou City,511700,2007,Sichuan Province,785697,157241,0.20012931
Dazhou City,511700,2008,Sichuan Province,1045135,212184,0.20302066
Dazhou City,511700,2009,Sichuan Province,1295541,238966,0.18445267
Dazhou City,511700,2010,Sichuan Province,1502741,268472,0.17865487
Dazhou City,511700,2011,Sichuan Province,2001664,350195,0.17495194
Dazhou City,511700,2012,Sichuan Province,2403530,504472,0.20988796
Dazhou City,511700,2013,Sichuan Province,2559609,558923,0.21836265
Dazhou City,511700,2014,Sichuan Province,2873607,582510,0.20271039
Dazhou City,511700,2015,Sichuan Province,3243334,696644,0.21479256
Dazhou City,511700,2016,Sichuan Province,3591154,773113,0.21528261
Dazhou City,511700,2017,Sichuan Province,3891551,794989,0.2042859
Dazhou City,511700,2018,Sichuan Province,4186791,742887,0.17743589
Dazhou City,511700,2019,Sichuan Province,4199785,785683,0.18707696
Dazhou City,511700,2020,Sichuan Province,4366659,822266,0.18830552
Dazhou City,511700,2021,Sichuan Province,4361838,821370,0.18830823
Ya'an city,511800,2003,Sichuan Province,125468,17824,0.14206013
Ya'an city,511800,2004,Sichuan Province,179429,20011,0.11152601
Ya'an city,511800,2005,Sichuan Province,188643,21973,0.11647928
Ya'an city,511800,2006,Sichuan Province,235251,28706,0.12202286
Ya'an city,511800,2007,Sichuan Province,290558,48949,0.1684655
Ya'an city,511800,2008,Sichuan Province,627031,59520,0.09492354
Ya'an city,511800,2009,Sichuan Province,820015,67813,0.08269727
Ya'an city,511800,2010,Sichuan Province,774922,78346,0.10110179
Ya'an city,511800,2011,Sichuan Province,810256,91088,0.11241879
Ya'an city,511800,2012,Sichuan Province,930050,142272,0.15297242
Ya'an city,511800,2013,Sichuan Province,2610709,154739,0.05927087
Ya'an city,511800,2014,Sichuan Province,3121494,136184,0.04362783
Ya'an city,511800,2015,Sichuan Province,2222395,177587,0.07990794
Ya'an city,511800,2016,Sichuan Province,1515500,173065,0.11419663
Ya'an city,511800,2017,Sichuan Province,1373913,181412,0.13204038
Ya'an city,511800,2018,Sichuan Province,1305375,196974,0.15089457
Ya'an city,511800,2019,Sichuan Province,1456480,215786,0.14815583
Ya'an city,511800,2020,Sichuan Province,1696085,231299,0.13637229
Ya'an city,511800,2021,Sichuan Province,1674875,238781,0.14256646
Bazhong City,511900,2003,Sichuan Province,150860,30369,0.20130585
Bazhong City,511900,2004,Sichuan Province,206024,34920,0.16949482
Bazhong City,511900,2005,Sichuan Province,241034,41399,0.17175585
Bazhong City,511900,2006,Sichuan Province,337315,57664,0.17095
Bazhong City,511900,2007,Sichuan Province,438179,89678,0.20466065
Bazhong City,511900,2008,Sichuan Province,686445,144618,0.21067675
Bazhong City,511900,2009,Sichuan Province,875293,158227,0.18077032
Bazhong City,511900,2010,Sichuan Province,1030304,180291,0.17498816
Bazhong City,511900,2011,Sichuan Province,1367187,215337,0.15750369
Bazhong City,511900,2012,Sichuan Province,1675668,404231,0.24123573
Bazhong City,511900,2013,Sichuan Province,1912040,344256,0.18004644
Bazhong City,511900,2014,Sichuan Province,2049081,373415,0.18223535
Bazhong City,511900,2015,Sichuan Province,2460191,431274,0.17530102
Bazhong City,511900,2016,Sichuan Province,2671902,466086,0.17443978
Bazhong City,511900,2017,Sichuan Province,2814826,496988,0.17656082
Bazhong City,511900,2018,Sichuan Province,3158814,491921,0.15572965
Bazhong City,511900,2019,Sichuan Province,3117540,510257,0.16367296
Bazhong City,511900,2020,Sichuan Province,3106480,526487,0.16948025
Bazhong City,511900,2021,Sichuan Province,3146867,536217,0.1703971
Ziyang City,512000,2003,Sichuan Province,184873,41718,0.22565761
Ziyang City,512000,2004,Sichuan Province,233975,45735,0.1954696
Ziyang City,512000,2005,Sichuan Province,277475,51298,0.18487431
Ziyang City,512000,2006,Sichuan Province,372097,70005,0.18813643
Ziyang City,512000,2007,Sichuan Province,541787,100371,0.18525915
Ziyang City,512000,2008,Sichuan Province,752316,128480,0.1707793
Ziyang City,512000,2009,Sichuan Province,847126,142870,0.1686526
Ziyang City,512000,2010,Sichuan Province,1011007,190096,0.18802639
Ziyang City,512000,2011,Sichuan Province,1300249,227938,0.17530335
Ziyang City,512000,2012,Sichuan Province,1540424,310995,0.20188922
Ziyang City,512000,2013,Sichuan Province,1648956,336837,0.20427289
Ziyang City,512000,2014,Sichuan Province,1886782,349442,0.18520529
Ziyang City,512000,2015,Sichuan Province,2160816,401827,0.18596077
Ziyang City,512000,2016,Sichuan Province,1883649,290999,0.15448685
Ziyang City,512000,2017,Sichuan Province,1803147,339384,0.1882176
Ziyang City,512000,2018,Sichuan Province,1917986,308590,0.16089273
Ziyang City,512000,2019,Sichuan Province,1908888,282935,0.1482198
Ziyang City,512000,2020,Sichuan Province,2033303,306724,0.15085012
Ziyang City,512000,2021,Sichuan Province,2006636,309570,0.15427312
Guiyang City,520100,2003,Guizhou Province,502919,63402,0.12606801
Guiyang City,520100,2004,Guizhou Province,599316,77106,0.12865667
Guiyang City,520100,2005,Guizhou Province,725719,96566,0.13306252
Guiyang City,520100,2006,Guizhou Province,882349,119111,0.13499307
Guiyang City,520100,2007,Guizhou Province,1064287,194975,0.18319777
Guiyang City,520100,2008,Guizhou Province,1422818,259727,0.18254408
Guiyang City,520100,2009,Guizhou Province,1698423,276730,0.1629335
Guiyang City,520100,2010,Guizhou Province,2043801,352990,0.17271251
Guiyang City,520100,2011,Guizhou Province,2773807,483766,0.17440507
Guiyang City,520100,2012,Guizhou Province,3493275,626051,0.17921607
Guiyang City,520100,2013,Guizhou Province,3936020,710806,0.18059004
Guiyang City,520100,2014,Guizhou Province,4486298,804652,0.17935768
Guiyang City,520100,2015,Guizhou Province,5035189,986633,0.19594756
Guiyang City,520100,2016,Guizhou Province,5252621,992693,0.18899003
Guiyang City,520100,2017,Guizhou Province,5824776,1047672,0.17986477
Guiyang City,520100,2018,Guizhou Province,6242193,1210969,0.19399737
Guiyang City,520100,2019,Guizhou Province,7188224,1268289,0.17643983
Guiyang City,520100,2020,Guizhou Province,6781587,1322183,0.19496661
Guiyang City,520100,2021,Guizhou Province,6334063,1328968,0.20981288
Liupanshui City,520200,2003,Guizhou Province,175058,34512,0.19714609
Liupanshui City,520200,2004,Guizhou Province,181955,39143,0.21512462
Liupanshui City,520200,2005,Guizhou Province,275999,53644,0.19436302
Liupanshui City,520200,2006,Guizhou Province,349018,62600,0.17936038
Liupanshui City,520200,2007,Guizhou Province,434385,101938,0.23467201
Liupanshui City,520200,2008,Guizhou Province,631100,137561,0.21797021
Liupanshui City,520200,2009,Guizhou Province,821500,173930,0.21172246
Liupanshui City,520200,2010,Guizhou Province,1111159,233305,0.20996545
Liupanshui City,520200,2011,Guizhou Province,1467141,287290,0.19581622
Liupanshui City,520200,2012,Guizhou Province,1880834,349655,0.18590423
Liupanshui City,520200,2015,Guizhou Province,2571669,501062,0.19483923
Liupanshui City,520200,2016,Guizhou Province,2864957,560499,0.19563959
Liupanshui City,520200,2017,Guizhou Province,2922737,668900,0.22886082
Liupanshui City,520200,2018,Guizhou Province,3235131,729453,0.22547866
Liupanshui City,520200,2019,Guizhou Province,3213086,787139,0.24497913
Liupanshui City,520200,2020,Guizhou Province,3239885,759995,0.23457468
Liupanshui City,520200,2021,Guizhou Province,3245145,774637,0.23870644
Zunyi City,520300,2003,Guizhou Province,386692,99016,0.25605909
Zunyi City,520300,2004,Guizhou Province,458348,117519,0.25639689
Zunyi City,520300,2005,Guizhou Province,584724,151279,0.25871864
Zunyi City,520300,2006,Guizhou Province,728015,180469,0.24789187
Zunyi City,520300,2007,Guizhou Province,948951,264382,0.27860448
Zunyi City,520300,2008,Guizhou Province,1313515,349074,0.26575563
Zunyi City,520300,2009,Guizhou Province,1541731,369383,0.23958979
Zunyi City,520300,2010,Guizhou Province,1941962,429640,0.22124017
Zunyi City,520300,2011,Guizhou Province,2563633,546790,0.21328716
Zunyi City,520300,2012,Guizhou Province,3201956,739746,0.23102941
Zunyi City,520300,2013,Guizhou Province,3667565,767785,0.20934462
Zunyi City,520300,2014,Guizhou Province,3963236,871154,0.21980876
Zunyi City,520300,2015,Guizhou Province,4734095,1113734,0.23525806
Zunyi City,520300,2016,Guizhou Province,5227080,1205159,0.23056066
Zunyi City,520300,2017,Guizhou Province,6368074,1272677,0.19985273
Zunyi City,520300,2018,Guizhou Province,6901013,1412321,0.2046541
Zunyi City,520300,2019,Guizhou Province,7433951,1551964,0.20876705
Zunyi City,520300,2020,Guizhou Province,7563700,1528200,0.20204397
Zunyi City,520300,2021,Guizhou Province,7738589,1556313,0.20111069
Anshun City,520400,2003,Guizhou Province,152662,36219,0.23724961
Anshun City,520400,2004,Guizhou Province,178115,41847,0.23494372
Anshun City,520400,2005,Guizhou Province,221237,48749,0.22034741
Anshun City,520400,2006,Guizhou Province,309141,62600,0.2024966
Anshun City,520400,2007,Guizhou Province,388080,88287,0.22749691
Anshun City,520400,2008,Guizhou Province,525194,122071,0.2324303
Anshun City,520400,2009,Guizhou Province,646911,125736,0.19436368
Anshun City,520400,2010,Guizhou Province,788435,149005,0.18898831
Anshun City,520400,2011,Guizhou Province,1010244,187748,0.18584421
Anshun City,520400,2012,Guizhou Province,1307907,263998,0.20184768
Anshun City,520400,2013,Guizhou Province,1515453,291515,0.19236162
Anshun City,520400,2014,Guizhou Province,1728224,329684,0.19076462
Anshun City,520400,2015,Guizhou Province,1969941,419246,0.2128216
Anshun City,520400,2016,Guizhou Province,2225884,442625,0.19885358
Anshun City,520400,2017,Guizhou Province,2558917,476345,0.18615102
Anshun City,520400,2018,Guizhou Province,2732666,498598,0.18245845
Anshun City,520400,2019,Guizhou Province,3005059,551648,0.1835731
Anshun City,520400,2020,Guizhou Province,2959673,572057,0.19328385
Anshun City,520400,2021,Guizhou Province,2686529,555092,0.20662051
Bijie City,520500,2011,Guizhou Province,2464610,546900,0.22190123
Bijie City,520500,2012,Guizhou Province,3155951,761223,0.24120241
Bijie City,520500,2013,Guizhou Province,3537459,812252,0.22961453
Bijie City,520500,2014,Guizhou Province,3607689,906833,0.25136119
Bijie City,520500,2015,Guizhou Province,4062200,1117134,0.27500714
Bijie City,520500,2016,Guizhou Province,4510669,1224705,0.27151294
Bijie City,520500,2017,Guizhou Province,5277456,1297855,0.24592436
Bijie City,520500,2018,Guizhou Province,5783639,1483088,0.25642818
Bijie City,520500,2019,Guizhou Province,6802894,1599114,0.23506378
Bijie City,520500,2020,Guizhou Province,7475400,1700500,0.22747947
Bijie City,520500,2021,Guizhou Province,6752200,1688700,0.25009626
Tongren City,520600,2011,Guizhou Province,1643893,302465,0.18399312
Tongren City,520600,2012,Guizhou Province,2069073,466760,0.22558895
Tongren City,520600,2013,Guizhou Province,2358178,498137,0.21123808
Tongren City,520600,2014,Guizhou Province,2564829,575443,0.22435921
Tongren City,520600,2015,Guizhou Province,3013021,721176,0.23935313
Tongren City,520600,2016,Guizhou Province,3409639,830435,0.24355511
Tongren City,520600,2017,Guizhou Province,3999710,919998,0.23001618
Tongren City,520600,2018,Guizhou Province,4094263,917485,0.22409039
Tongren City,520600,2019,Guizhou Province,4426640,960611,0.2170068
Tongren City,520600,2020,Guizhou Province,4586878,987618,0.21531377
Tongren City,520600,2021,Guizhou Province,4416536,991311,0.22445441
Kunming City,530100,2003,Yunnan Province,785123,109083,0.13893747
Kunming City,530100,2004,Yunnan Province,916008,129572,0.14145291
Kunming City,530100,2005,Yunnan Province,1148259,153066,0.13330268
Kunming City,530100,2006,Yunnan Province,1336765,185141,0.13849929
Kunming City,530100,2007,Yunnan Province,1646540,248315,0.15081018
Kunming City,530100,2008,Yunnan Province,2334865,294736,0.12623257
Kunming City,530100,2009,Yunnan Province,2707475,386504,0.14275441
Kunming City,530100,2010,Yunnan Province,3463080,327859,0.09467266
Kunming City,530100,2011,Yunnan Province,4417322,666219,0.15081966
Kunming City,530100,2012,Yunnan Province,5255360,915207,0.17414735
Kunming City,530100,2013,Yunnan Province,5857610,948740,0.16196708
Kunming City,530100,2014,Yunnan Province,5936558,855044,0.14403026
Kunming City,530100,2015,Yunnan Province,6154909,927118,0.15063066
Kunming City,530100,2016,Yunnan Province,6884046,1091141,0.15850286
Kunming City,530100,2017,Yunnan Province,7759012,1181689,0.1522989
Kunming City,530100,2018,Yunnan Province,7568044,1300493,0.17184004
Kunming City,530100,2019,Yunnan Province,8208590,1356934,0.16530659
Kunming City,530100,2020,Yunnan Province,8750545,1433931,0.16386762
Kunming City,530100,2021,Yunnan Province,9281565,1446624,0.15585992
Qujing City,530300,2003,Yunnan Province,412360,102445,0.24843583
Qujing City,530300,2004,Yunnan Province,469711,122125,0.2600003
Qujing City,530300,2005,Yunnan Province,532277,129679,0.24363067
Qujing City,530300,2006,Yunnan Province,690667,163206,0.23630201
Qujing City,530300,2007,Yunnan Province,901592,236328,0.262123
Qujing City,530300,2008,Yunnan Province,1169321,281178,0.24046263
Qujing City,530300,2009,Yunnan Province,1401667,370433,0.26428032
Qujing City,530300,2010,Yunnan Province,1816129,448667,0.24704578
Qujing City,530300,2011,Yunnan Province,2221943,550617,0.24780879
Qujing City,530300,2012,Yunnan Province,2819310,679080,0.24086745
Qujing City,530300,2013,Yunnan Province,2972639,750471,0.25245951
Qujing City,530300,2014,Yunnan Province,3341711,757816,0.22677485
Qujing City,530300,2015,Yunnan Province,3630497,868348,0.23918158
Qujing City,530300,2016,Yunnan Province,4001463,941203,0.23521472
Qujing City,530300,2017,Yunnan Province,4425430,1146960,0.25917481
Qujing City,530300,2018,Yunnan Province,4772448,1224509,0.2565788
Qujing City,530300,2019,Yunnan Province,5415779,1179724,0.2178309
Qujing City,530300,2020,Yunnan Province,5322375,1231347,0.23135292
Qujing City,530300,2021,Yunnan Province,5021757,1246507,0.24822129
Yuxi City,530400,2003,Yunnan Province,313640,62020,0.19774263
Yuxi City,530400,2004,Yunnan Province,371489,85157,0.22923155
Yuxi City,530400,2005,Yunnan Province,408743,86739,0.21220914
Yuxi City,530400,2006,Yunnan Province,489381,99068,0.20243532
Yuxi City,530400,2007,Yunnan Province,604191,111985,0.18534702
Yuxi City,530400,2008,Yunnan Province,725275,124444,0.17158181
Yuxi City,530400,2009,Yunnan Province,896495,161713,0.18038361
Yuxi City,530400,2010,Yunnan Province,1072981,195178,0.18190257
Yuxi City,530400,2011,Yunnan Province,1396456,222929,0.15963912
Yuxi City,530400,2012,Yunnan Province,1687581,254599,0.15086624
Yuxi City,530400,2013,Yunnan Province,2047496,310693,0.15174291
Yuxi City,530400,2014,Yunnan Province,2073136,322464,0.15554406
Yuxi City,530400,2015,Yunnan Province,2232989,368087,0.16484049
Yuxi City,530400,2016,Yunnan Province,2333523,418644,0.17940427
Yuxi City,530400,2017,Yunnan Province,2621228,483273,0.18436893
Yuxi City,530400,2018,Yunnan Province,2778124,440205,0.15845405
Yuxi City,530400,2019,Yunnan Province,2926903,487968,0.1667182
Yuxi City,530400,2020,Yunnan Province,3015710,499287,0.16556201
Yuxi City,530400,2021,Yunnan Province,2575798,504264,0.19577001
Baoshan City,530500,2003,Yunnan Province,158531,38185,0.24086772
Baoshan City,530500,2004,Yunnan Province,191230,47857,0.25025885
Baoshan City,530500,2005,Yunnan Province,226836,52718,0.23240579
Baoshan City,530500,2006,Yunnan Province,282110,60351,0.21392719
Baoshan City,530500,2007,Yunnan Province,364102,74036,0.20333862
Baoshan City,530500,2008,Yunnan Province,469290,93435,0.19909864
Baoshan City,530500,2009,Yunnan Province,617897,130430,0.21108696
Baoshan City,530500,2010,Yunnan Province,620180,130430,0.21030991
Baoshan City,530500,2011,Yunnan Province,1064322,194496,0.18274169
Baoshan City,530500,2012,Yunnan Province,1415713,287878,0.20334489
Baoshan City,530500,2013,Yunnan Province,1506183,299832,0.19906744
